ID,title,rating,ratingLevel,ratingDescription,release year,user rating score,user rating size,genre,title,length,On air Status
726,Grease,PG,Parental guidance suggested. May not be suitable for children.,60,1978,81,80,AnimationandCrime,Grease,1h 50m,1978
738,How to Lose a Guy in 10 Days,PG-13,some sex-related material,80,2003,86,80,Animation,How to Lose a Guy in 10 Days,1h 56m,2003
895,The Benchwarmers,PG-13,crude and suggestive humor and for language,80,2006,63,80,Thriller,The Benchwarmers,1h 20m,2006
978,Step Up,PG-13,thematic elements brief violence and innuendo,80,2006,74,80,Animation,Step Up,1h 44m,2006
821,High School Musical 2,TV-G,Suitable for all ages.,35,2007,69,80,ActionandCrime,High School Musical 2,1h 44m,2007
531,Twilight,PG-13,some violence and one sexual scene,80,2008,81,80,Sci-Fi,Twilight,2h 2m,2008
734,Coraline,PG,thematic elements scary images some language and suggestive humor,60,2009,81,80,FantasyandHorror,Coraline,1h 40m,2009
649,Hannah Montana: The Movie,G,General Audiences. Suitable for all ages.,35,2009,81,80,Mystery,Hannah Montana: The Movie,1h 42m,2009
554,Friday Night Lights,TV-PG,Parental guidance suggested. May not be suitable for all children.,70,2010,94,80,Animation,Friday Night Lights,44m,2006-2011
549,StarStruck,TV-G,Suitable for all ages.,35,2010,68,82,Musical,StarStruck,1h 30m,2010
552,Mean Girls 2,PG-13,For some rude and suggestive material and for language.,80,2011,81,82,Drama,Mean Girls 2,1h 36m,2011
966,That '70s Show,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,90,2005,81,80,Action,That '70s Show,22m,1998-2006
919,Heartland,TV-PG,Parental guidance suggested. May not be suitable for all children.,70,2015,69,80,Action,Heartland,45m,On air 
680,Switched at Birth,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,90,2015,89,80,ActionAdventure,Switched at Birth,1h,2011-2017
580,Hart of Dixie,TV-PG,Parental guidance suggested. May not be suitable for all children.,70,2014,81,80,Biography,Hart of Dixie,1h,2011-2015
673,Safe Haven,PG-13,thematic material involving threatening behavior and for violence and sexuality,80,2013,81,80,Action,Safe Haven,1h 55m,2013
939,The Night Shift,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,90,2015,79,80,Drama,The Night Shift,42m,2014-2017
712,Reign,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,90,2015,81,80,Horror,Reign,42m,2013-2017
539,Fuller House,TV-G,Suitable for all ages.,35,2016,81,80,ActionAdventure,Fuller House,30m,On air 
772,Gilmore Girls: A Year in the Life,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,90,2016,81,80,Action,Gilmore Girls: A Year in the Life,1h 30m,2016
982,Gabriel lglesias: I‰Ûªm Sorry For What I Said When I Was Hungry,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,90,2016,82,80,Action,Gabriel lglesias: I‰Ûªm Sorry For What I Said When I Was Hungry,1h,2016
620,The Wedding Planner,PG-13,language and some sexual humor,80,2001,68,82,Animation,The Wedding Planner,1h 43m,2001
667,Blow,R,pervasive drug content and language some violence and sexuality,100,2001,86,80,Crime,Blow,2h 4m,2001
890,High School Musical,TV-G,Suitable for all ages.,35,2006,56,80,Action,High School Musical,1h 38m,2006
857,Bones,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,90,2016,77,80,Comedy,Bones,40m,2005-2017
634,Law & Order: Special Victims Unit,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,90,2015,64,80,Drama,Law & Order: Special Victims Unit,1h,On air 
797,NCIS,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,90,2016,58,80,Crime,NCIS,1h,On air 
975,Army Wives,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,90,2013,89,80,Comedy,Army Wives,1h,2007-2013
730,Private Practice,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,90,2012,95,80,Documentary,Private Practice,1h,2007-2013
535,Revenge,TV-PG,Parental guidance suggested. May not be suitable for all children.,70,2015,56,80,Mystery,Revenge,44m,2011-2015
741,Scandal,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,90,2016,81,80,Drama,Scandal,43m,2012-2018
769,Magic Mike,R,pervasive sexual content brief graphic nudity language and some drug use,100,2012,81,80,Comedy,Magic Mike,1h 50m,2012
924,Trouble with the Curve,PG-13,Parents strongly cautioned. May be inappropriate for children under 13.,80,2012,62,80,Biography,Trouble with the Curve,1h 51m,2012
503,Home,PG,mild action and some rude humor,60,2015,81,80,Comedy,Home,27m,On air 
878,Skin Wars,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,90,2016,89,80,Drama,Skin Wars,1h,On air 
855,Felipe Neto: My Life Makes No Sense,TV-MA,,110,2017,85,82,Biography,Felipe Neto: My Life Makes No Sense,1h 27m,2017
736,Lost,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,90,2010,83,80,Thriller,Lost,44m,2004-2010
644,Weeds,TV-MA,For mature audiences.  May not be suitable for children 17 and under.,110,2012,81,80,Action,Weeds,28m,2005-2012
929,The Tudors,TV-MA,For mature audiences.  May not be suitable for children 17 and under.,110,2010,81,82,Comedy,The Tudors,1h,2007-2010
620,Lie to Me,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,90,2010,62,80,Comedy,Lie to Me,43m,2009-2011
716,Charmed,TV-PG,Parental guidance suggested. May not be suitable for all children.,70,2005,93,80,Drama,Charmed,42m,1998-2006
621,White Collar,TV-PG,Parental guidance suggested. May not be suitable for all children.,70,2014,79,80,Comedy,White Collar,40m,2009-2014
810,House of Cards,TV-MA,For mature audiences.  May not be suitable for children 17 and under.,110,2016,90,80,Comedy,House of Cards,51m,2013-2018
939,The Killing,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,90,2014,77,80,Animation,The Killing,45m,2011-2014
697,Unconditional,PG-13,some violent content and mature thematic elements,80,2012,84,82,Crime,Unconditional,1h 32m,2012
899,The Blacklist,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,90,2016,94,80,Comedy,The Blacklist,43m,On air 
710,The Fosters,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,90,2016,86,80,Comedy,The Fosters,1h,2013-2018
918,Witches of East End,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,90,2014,81,82,Comedy,Witches of East End,1h,2013-2014
850,Bitten,TV-MA,For mature audiences.  May not be suitable for children 17 and under.,110,2016,78,80,Comedy,Bitten,44m,2014-2016
656,London Has Fallen,R,strong violence and language throughout,100,2016,64,80,Comedy,London Has Fallen,1h 39m,2016
583,Marvel's Jessica Jones,TV-MA,For mature audiences.  May not be suitable for children 17 and under.,110,2015,58,80,Horror,Marvel's Jessica Jones,56m,2015-2019
558,Bloodline,TV-MA,For mature audiences.  May not be suitable for children 17 and under.,110,2016,89,82,Crime,Bloodline,1h,2015-2017
917,Velvet,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,90,2016,56,82,Documentary,Velvet,43m,2013-2016
768,The Crown,TV-MA,For mature audiences.  May not be suitable for children 17 and under.,110,2016,97,80,Horror,The Crown,58m,On air 
774,Kurt Seyit & Sura,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,90,2014,97,82,Comedy,Kurt Seyit & Sura,46m,2014
771,The Returned,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,90,2015,82,82,Crime,The Returned,42m,2015
886,The Girl in the Book,TV-MA,For mature audiences.  May not be suitable for children 17 and under.,110,2015,97,82,Drama,The Girl in the Book,1h 26m,2015
782,Quantico,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,90,2016,61,80,Comedy,Quantico,42m,2015-2018
870,100 Metros,TV-MA,For mature audiences.  May not be suitable for children 17 and under.,110,2016,88,82,Fantasy,100 Metros,1h 48m,2017
875,Dexter,TV-MA,For mature audiences.  May not be suitable for children 17 and under.,110,2013,84,80,FantasyandHorror,Dexter,53m,2006-2013
835,Leverage,TV-PG,Parental guidance suggested. May not be suitable for all children.,70,2012,92,80,Crime,Leverage,42m,2008-2012
939,Burn Notice,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,90,2013,77,80,Animation,Burn Notice,44m,2007-2013
825,Luther,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,90,2015,63,80,Animation,Luther,1h,On air 
942,Hawaii Five-0,TV-14,dialogue language sexual situations and violence,90,2016,94,80,Animation,Hawaii Five-0,42m,On air 
647,Last Man Standing,TV-PG,Parental guidance suggested. May not be suitable for all children.,70,2015,69,80,Animation,Last Man Standing,30m,On air 
644,Person of Interest,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,90,2016,81,80,ActionAdventure,Person of Interest,43m,2011-2016
663,Touch,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,90,2012,98,80,Comedy,Touch,43m,2012-2013
854,Breakout Kings,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,90,2012,85,80,Comedy,Breakout Kings,43m,2011-2012
996,The Following,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,90,2015,81,82,Crime,The Following,43m,2013-2015
595,Drugs Inc.,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,90,2015,89,82,Romance,Drugs Inc.,44m,On air 
541,Longmire,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,90,2016,81,80,ActionandCrime,Longmire,1h,2012-2017
821,Ripper Street,TV-MA,For mature audiences.  May not be suitable for children 17 and under.,110,2016,90,82,Comedy,Ripper Street,59m,2012-2016
502,The Fall,TV-MA,For mature audiences.  May not be suitable for children 17 and under.,110,2016,93,80,FantasyandHorror,The Fall,1h,2013-2016
700,Death in Paradise,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,90,2016,91,80,Crime,Death in Paradise,1h,On air 
615,Marvel's Agents of S.H.I.E.L.D.,TV-PG,Parental guidance suggested. May not be suitable for all children.,70,2016,73,80,FantasyandHorror,Marvel's Agents of S.H.I.E.L.D.,45m,On air 
617,Crossing Lines,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,90,2015,81,80,Sci-Fi,Crossing Lines,43m,2013-2015
962,The Honorable Woman,TV-MA,For mature audiences.  May not be suitable for children 17 and under.,110,2014,96,82,Mystery,The Honorable Woman,1h,2014
980,Transporter: The Series,TV-MA,For mature audiences.  May not be suitable for children 17 and under.,110,2014,73,82,Fantasy,Transporter: The Series,48m,2012-2014
755,Gotham,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,90,2016,79,80,Mystery,Gotham,42m,2014-2019
817,American Odyssey,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,90,2015,81,82,AnimationandCrime,American Odyssey,1h,2015
861,Aquarius,TV-MA,For mature audiences.  May not be suitable for children 17 and under.,110,2015,56,82,Animation,Aquarius,42m,2015-2016
551,Hap and Leonard,TV-MA,,110,2016,96,80,Thriller,Hap and Leonard,1h,On air 
874,Rosewood,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,90,2015,83,80,Animation,Rosewood,42m,2015-2017
551,Limitless,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,90,2016,81,80,ActionandCrime,Limitless,1h 45m,2011
743,Travelers,TV-MA,For mature audiences.  May not be suitable for children 17 and under.,110,2016,81,80,Sci-Fi,Travelers,45m,On air 
537,The Doctor Blake Mysteries,TV-MA,For mature audiences.  May not be suitable for children 17 and under.,110,2016,84,80,FantasyandHorror,The Doctor Blake Mysteries,57m,On air 
1000,I.T,NR,,124,2016,91,82,Mystery,I.T,1h 35m,2016
809,Bordertown,TV-MA,For mature audiences.  May not be suitable for children 17 and under.,110,2016,81,82,Animation,Bordertown,1h,On air 
503,The West Wing,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,90,2005,81,80,Musical,The West Wing,44m,1999-2006
633,Blue Bloods,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,90,2016,81,80,Drama,Blue Bloods,43m,On air 
930,Forensic Files,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,90,2011,88,80,Action,Forensic Files,30m,1996-2011
762,Rectify,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,90,2016,68,82,Action,Rectify,1h,2013-2016
630,American Crime,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,90,2016,81,82,ActionAdventure,American Crime,43m,2015-2017
642,Madam Secretary,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,90,2016,97,80,Biography,Madam Secretary,45m,On air 
924,American Crime Story: The People v. O.J. Simpson,TV-MA,For mature audiences.  May not be suitable for children 17 and under.,110,2016,95,80,Action,American Crime Story: The People v. O.J. Simpson,42m,On air 
800,The Nightmare Before Christmas,PG,some scary images,60,1993,86,80,Drama,The Nightmare Before Christmas,1h 16m,1993
880,Scooby-Doo,PG,some rude humor language and some scary action,60,2002,89,80,Horror,Scooby-Doo,1h 26m,2002
622,Chicken Little,G,General Audiences. Suitable for all ages.,35,2005,97,80,ActionAdventure,Chicken Little,1h 21m,2005
751,Teenage Mutant Ninja Turtles,PG,animated action violence some scary cartoon images and mild language,60,2007,85,82,Action,Teenage Mutant Ninja Turtles,1h 33m,1990
586,Star Wars: The Clone Wars,PG,sci-fi action violence throughout brief language and momentary smoking,60,2008,69,80,Action,Star Wars: The Clone Wars,23m,2008-2019
866,The Smurfs and the Magic Flute,G,General Audiences. Suitable for all ages.,35,1976,96,82,Animation,The Smurfs and the Magic Flute,1h 29m,1983
539,We're Back! A Dinosaur's Story,G,General Audiences. Suitable for all ages.,35,1993,97,82,Crime,We're Back! A Dinosaur's Story,1h 12m,1993
917,Thomas & Friends: Thomas & the Runaway Kite,TV-Y,Suitable for all ages.,10,2010,84,82,Action,Thomas & Friends: Thomas & the Runaway Kite,46m,2010
871,Dino Squad,TV-Y7,Suitable for children ages 7 and older,41,2008,93,82,Comedy,Dino Squad,30m,On air 
555,Cars Toons: Mater's Tall Tales,TV-G,Suitable for all ages.,35,2010,68,80,Drama,Cars Toons: Mater's Tall Tales,1h,2010
718,LeapFrog: The Amazing Alphabet Amusement Park,TV-Y,Suitable for all ages.,10,2010,88,82,Crime,LeapFrog: The Amazing Alphabet Amusement Park,36m,2011
844,Star Wars: The Clone Wars,TV-PG,Parental guidance suggested. May not be suitable for all children.,70,2014,81,80,Comedy,Star Wars: The Clone Wars,23m,2008-2019
722,Phineas and Ferb,TV-G,Suitable for all ages.,35,2012,81,80,Documentary,Phineas and Ferb,15m,2007-2015
682,The Batman,TV-Y7,Suitable for children ages 7 and older,41,2007,92,80,Mystery,The Batman,30m,2004-2008
687,Justice League,TV-Y7-FV,Suitable for children ages 7 and older.  Content contains fantasy violence.,42,2003,81,80,Drama,Justice League,2h ,2017
864,Justice League Unlimited,TV-Y7-FV,Suitable for children ages 7 and older.  Content contains fantasy violence.,42,2005,61,82,Comedy,Justice League Unlimited,22m,2001-2004
775,Mighty Morphin Power Rangers,TV-Y7-FV,Suitable for children ages 7 and older.  Content contains fantasy violence.,42,2010,77,80,Biography,Mighty Morphin Power Rangers,30m,1993-1999
651,Young Justice,TV-PG,Parental guidance suggested. May not be suitable for all children.,70,2012,89,80,Comedy,Young Justice,23m,On air 
535,The Super Mario Bros. Super Show!,TV-Y7,Suitable for children ages 7 and older,41,1989,66,82,Drama,The Super Mario Bros. Super Show!,30m,1989
648,Power Rangers Zeo,TV-Y7-FV,Suitable for children ages 7 and older.  Content contains fantasy violence.,42,1996,96,82,Biography,Power Rangers Zeo,21m,1996-1997
993,Oscar's Oasis,TV-G,Suitable for all ages.,35,2011,81,82,Thriller,Oscar's Oasis,1h,On air 
933,Transformers Prime,TV-Y7-FV,Suitable for children ages 7 and older.  Content contains fantasy violence.,42,2013,81,82,Action,Transformers Prime,30m,2010-2013
710,The Adventures of Chuck & Friends,TV-Y,Suitable for all ages.,10,2011,85,82,Comedy,The Adventures of Chuck & Friends,1h,On air 
755,Transformers: Rescue Bots,TV-Y7,Suitable for children ages 7 and older,41,2016,95,82,Comedy,Transformers: Rescue Bots,20m,2011-2016
868,Thomas & Friends: King of the Railway,TV-G,Suitable for all ages.,35,2013,81,82,Drama,Thomas & Friends: King of the Railway,1h 2m,2013
590,LEGO: Marvel Super Heroes: Maximum Overload,TV-Y7-FV,Suitable for children ages 7 and older.  Content contains fantasy violence.,42,2013,81,82,Comedy,LEGO: Marvel Super Heroes: Maximum Overload,22m,On air 
524,Max Steel,TV-Y7-FV,Suitable for children ages 7 and older.  Content contains fantasy violence.,42,2014,57,82,Comedy,Max Steel,1h 32m,2016
590,Transformers Prime Beast Hunters: Predacons Rising,TV-Y7-FV,Suitable for children ages 7 and older.  Content contains fantasy violence.,42,2013,81,82,Animation,Transformers Prime Beast Hunters: Predacons Rising,1h 5m,2013
826,Agent F.O.X.,PG,Parental guidance suggested. May not be suitable for children.,60,2014,88,82,Crime,Agent F.O.X.,1h 23m,2015
990,VeggieTales in the House,TV-Y,Suitable for all ages.,10,2016,84,82,Comedy,VeggieTales in the House,2h,2014-2016
706,Thunder and the House Of Magic,TV-G,Suitable for all ages.,35,2013,86,82,Comedy,Thunder and the House Of Magic,1h 25m,2013
705,All Hail King Julien,TV-Y7-FV,Suitable for children ages 7 and older.  Content contains fantasy violence.,42,2016,57,80,Comedy,All Hail King Julien,23m,2014-2017
523,Kong: King of the Apes,TV-Y7-FV,Suitable for children ages 7 and older.  Content contains fantasy violence.,42,2016,81,82,Comedy,Kong: King of the Apes,1h,On air 
652,Marvel Super Hero Adventures: Frost Fight!,PG,fantasy action,60,2015,81,82,Comedy,Marvel Super Hero Adventures: Frost Fight!,1h 13m,2015
720,Slugterra: Slug Fu Showdown,TV-Y7-FV,Suitable for children ages 7 and older.  Content contains fantasy violence.,42,2015,97,82,Horror,Slugterra: Slug Fu Showdown,43m,2015
812,Dinotrux,TV-Y7-FV,Suitable for children ages 7 and older.  Content contains fantasy violence.,42,2017,89,82,Crime,Dinotrux,1h,2015-2017
798,Edgar Rice Burroughs' Tarzan and Jane,TV-Y7-FV,Suitable for children ages 7 and older.  Content contains fantasy violence.,42,2017,79,82,Documentary,Edgar Rice Burroughs' Tarzan and Jane,,
515,Lego DC Comics: Batman Be-Leaguered,TV-Y7,Suitable for children ages 7 and older,41,2014,95,82,Horror,Lego DC Comics: Batman Be-Leaguered,22m,2014
678,Power Rangers Dino Charge,TV-Y7,Suitable for children ages 7 and older,41,2015,84,82,Comedy,Power Rangers Dino Charge,21m,2015-2016
827,Bunks,TV-PG,Parental guidance suggested. May not be suitable for all children.,70,2013,93,82,Crime,Bunks,1h 20m,2014
829,The Jungle Book,PG,for some sequences of scary action and peril,60,2016,88,80,Drama,The Jungle Book,1h 46m,2016
920,The Angry Birds Movie,PG,for rude humor and action,60,2016,81,80,Comedy,The Angry Birds Movie,1h 37m,2016
604,The Secret Life of Pets,PG,for action and some rude humor,60,2016,61,81,Fantasy,The Secret Life of Pets,1h 27m,2016
704,The Furchester Hotel,TV-Y,Suitable for all ages.,10,2015,96,82,FantasyandHorror,The Furchester Hotel,1h 30m,On air 
847,Marvel's Hulk: Where Monsters Dwell,PG,action violence throughout some scary images and language,60,2016,81,82,Crime,Marvel's Hulk: Where Monsters Dwell,1h 15m,2016
565,Angry Birds,TV-G,Suitable for all ages.,35,2013,70,82,Animation,Angry Birds,1h 37m,2016
891,Talking Tom and Friends,TV-G,Suitable for all ages.,35,2016,81,80,Animation,Talking Tom and Friends,11m,On air 
675,Nexo Knights,TV-Y7-FV,Suitable for children ages 7 and older.  Content contains fantasy violence.,42,2015,81,82,Animation,Nexo Knights,30m,On air 
887,An Extremely Goofy Movie,G,General Audiences. Suitable for all ages.,35,1999,94,80,Animation,An Extremely Goofy Movie,1h 19m,2000
939,The Iron Giant,PG,fantasy action and mild language,60,1999,88,80,ActionAdventure,The Iron Giant,1h 26m,1999
757,The Cat in the Hat Knows a Lot About That!,TV-Y,Suitable for all ages.,10,2014,84,82,Comedy,The Cat in the Hat Knows a Lot About That!,26m,On air 
721,Bob the Builder,TV-Y,Suitable for all ages.,10,2015,79,82,Drama,Bob the Builder,10m,On air 
636,Beyblade: Metal Fusion,TV-Y7,Suitable for children ages 7 and older,41,2009,57,82,Comedy,Beyblade: Metal Fusion,30m,2009-2013
541,Ninja Turtles: The Next Mutation,TV-Y7-FV,Suitable for children ages 7 and older.  Content contains fantasy violence.,42,1997,84,82,Fantasy,Ninja Turtles: The Next Mutation,20m,1997-1998
500,DreamWorks Kung Fu Panda Awesome Secrets,TV-PG,Parental guidance suggested. May not be suitable for all children.,70,2008,86,82,FantasyandHorror,DreamWorks Kung Fu Panda Awesome Secrets,30m,2208
698,LEGO Ninjago: Masters of Spinjitzu,TV-Y7-FV,Suitable for children ages 7 and older.  Content contains fantasy violence.,42,2015,92,80,Crime,LEGO Ninjago: Masters of Spinjitzu,20m,On air 
913,Goosebumps,TV-Y7,Suitable for children ages 7 and older,41,1998,81,80,Animation,Goosebumps,1h 43m,2015
594,LEGO Ninjago: Masters of Spinjitzu: Way of the Ninja,TV-Y7-FV,Suitable for children ages 7 and older.  Content contains fantasy violence.,42,2011,57,82,Animation,LEGO Ninjago: Masters of Spinjitzu: Way of the Ninja,44m,2016
834,Super Buddies,G,General Audiences. Suitable for all ages.,35,2013,95,82,Animation,Super Buddies,1h 21m,2013
515,Tad: The Lost Explorer,TV-PG,Parental guidance suggested. May not be suitable for all children.,70,2012,81,82,Animation,Tad: The Lost Explorer,1h 32m,2012
663,PokÌ©mon: Indigo League,TV-Y,Suitable for all ages.,10,2000,81,80,ActionAdventure,PokÌ©mon: Indigo League,1h,2010
866,Ratchet and Clank,PG,action and some rude humor,60,2016,81,80,Comedy,Ratchet and Clank,1h 34m,2016
659,Pac-Man and the Ghostly Adventures,TV-Y7,Suitable for children ages 7 and older,41,2014,81,82,Comedy,Pac-Man and the Ghostly Adventures,30m,2013-2015
857,Iron Man & Captain America: Heroes United,PG,action and violence throughout and mild language,60,2014,74,82,Crime,Iron Man & Captain America: Heroes United,1h 11m,2014
785,Power Rangers Super Megaforce,TV-Y7,Suitable for children ages 7 and older,41,2014,81,82,Romance,Power Rangers Super Megaforce,24m,2103-2014
691,Chuggington,TV-Y,Suitable for all ages.,10,2015,93,82,ActionandCrime,Chuggington,30m,On air 
